名称,价格,出发地,已售,评分
北京科技馆私人讲解门票导游中国科学技术馆儿童研学一日营夏令营,218,出发地：北京,已售0,5.0
河北承德3日游（含往返高铁票·人气大咖四大景区精讲·避暑山庄+普宁寺+小布达拉宫+棒槌山含门票）,728,出发地：北京,已售0,5.0
【高品质纯玩团·可选五环内接】颐和园+圆明园+恭王府或天坛一日,98,出发地：北京,已售0,5.0
【京状元·国博精讲团】北京中国国家博物馆一日游+导游深度讲解多套餐可选+大国重器的前世今生,58,出发地：北京,已售23,5.0
北京恭王府一日游门票+什刹海自由行米游记人工精讲大咖精讲解密恭王府三绝,68,出发地：北京,已售18,5.0
北京故宫博物馆+中国国家博物馆+天安门广场一日游,168,出发地：北京,已售90,4.8
【可选五环内接】颐和园+八达岭长城+鸟巢水立方【纯玩】一日游,169,出发地：北京,已售0,5.0
【酒店套餐】古北之光温泉酒店+古北水镇双人门票+双人天然温泉+火锅餐+无人机表演+水舞秀+双人直通车,1372,出发地：北京,已售0,5.0
北京八达岭长城+颐和园一日游【五环内含接 可选晚出发颐和园 可独立成团】,105,出发地：北京,已售23,5.0
北京/天津出发天津一日游纯玩跟团旅游相声演出·海河游船·五环内接,78,出发地：北京,已售0,4.9
天坛/恭王府+颐和园+圆明园【可选午餐/五环内接/单独导游/单独车辆】,98,出发地：北京,已售0,5.0
古北水镇一日游【自行集合+午餐】司马台长城日/夜游+音乐水舞秀,278,出发地：北京,已售0,4.9
八达岭长城一日游【舒适游.可选早出发七点十点晚出发十二点.】,78,出发地：北京,已售0,5.0
【北京精致团】颐和园一日游 导游深度讲解【可+八达岭长城+天坛公园+恭王府+圆明园+五环内接驾】,39,出发地：北京,已售0,暂无评分
【北京旅游集散中心】黄花城水长城景区品牌专线、 国企出行、品质保障、景区停留5小时,110,出发地：北京,已售0,5.0
北京天文馆半日游一日游VIP小团含资深导游人工耳麦讲解,69,出发地：北京,已售0,5.0
【探索骑游】天安门、永定门、角楼中轴线 一日游 感受百年帝都,349,出发地：北京,已售0,5.0
【酒店套餐】古北水镇旗下客栈+双人早餐+双人不限次门票+双人天然温泉+无人机表演+水舞秀+双人直通车,1056,出发地：北京,已售0,4.9
【故宫博物院】私家团一对一家庭4小时讲解不拼团，观三宫六院，寻找深宫怪兽，聆听宫内趣历史,600,出发地：北京,已售0,5.0
慕田峪长城一日游【赞巴士mini·8人小团·懒睡出发·2-3家·上门接·回鼓楼】,240,出发地：北京,已售26,5.0
【天坛公园】私家团一对一1.5小时讲解不拼团，孟春祈谷梦夏祈雨冬至祭天，聆听天坛趣历史。,298,出发地：北京,已售0,5.0
【嗨玩天津】领略天津之美·天津一日游听相声+赠送广东会馆门票,98,出发地：北京,已售0,暂无评分
【京状元·天坛精讲团】北京天坛一日游+导游深度讲解【上午场/下午场/VIP小团/多套餐可选】,88,出发地：北京,已售22,5.0
【三班滚动发班】八达岭长城+鸟巢水立方1日游,74,出发地：北京,已售0,暂无评分
幕田峪长城纯玩一日游【可选五环内上门接 精品导游讲解 门票+车费】,108,出发地：北京,已售0,暂无评分
【北京精致团】恭王府一日游 导游深度讲解【可+黄包车+天坛公园+颐和园+圆明园+五环内接驾】,68,出发地：北京,已售0,5.0
北京自然博物馆一日游（博士硕士老师讲解）,118,出发地：北京,已售46,4.9
不含门票【北京三日游:全家出游 私家团 不拼团】甄选5A级精华景区一览到底,829,出发地：北京,已售0,暂无评分
【优选私家团·五环上门接/送】北京野生动物园一日游·7小时行程体验游·亲近大自然,80,出发地：北京,已售21,5.0
【酒店套餐】古北水镇景区内客栈+门票+天然温泉+音乐水舞秀+无人机表演(可选司马台|市区往返车),798,出发地：北京,已售0,5.0
故宫博物院+天坛一日游【老北京全聚德正宗烤鸭&小包团&京腔精讲&精品纯玩&尊享】,650,出发地：北京,已售0,暂无评分
北京清凉谷风景区包车一日游【春游踏青/团建拓展亲子游上门接】,798,出发地：北京,已售0,5.0
孝敬父母北京4天3晚纯玩无自费亲子游故宫+八达岭长城+天安门+天坛+颐和园【看升旗＋24h免费接送】,1250,出发地：北京,已售0,暂无评分
【去哪优选团】北京故宫4小时讲解一日游【可选私家团+五环上门接+无线耳麦+中国国家博物馆】,33,出发地：北京,已售0,4.0
平谷石林峡登一日游【空中漫步UFO观景台+打卡网红赏黄龙七彩瑶池+踏青赏花一站直达】,68,出发地：北京,已售0,5.0
"【恭王府一对一私人家庭1.5小时讲解不拼团】玩转和珅府,抓福带回家.",388,出发地：北京,已售0,5.0
北京出发天津意式风情街古文化街相声演出--五环内接跟团一日游,78,出发地：北京,已售0,暂无评分
北京八达岭跳伞 12000英尺高空跳伞八达岭长城跳伞,99,出发地：北京,已售0,暂无评分
故宫博物院人工3小时深度讲解*私家团亲子游*可约中英文双语讲解不含门票,108,出发地：北京,已售0,5.0
北京恭王府+什刹海半日游·（可选恭王府+天坛1日游.深度讲解）,68,出发地：北京,已售0,暂无评分
雍和宫一日游【拜佛祈福】门票+资深讲解雍和宫,65,出发地：北京,已售0,5.0
【京状元·长城精讲团】北京八达岭长城一日游【景区专线+往返专车+多班次可选】,128,出发地：北京,已售0,5.0
北京恭王府+什刹海【纯玩】半日游,58,出发地：北京,已售0,5.0
北京银山塔林+黄花城水长城包车一日游|独立包车+上门接送,658,出发地：北京,已售0,5.0
"【恭王府一对一私人家庭3小时讲解不拼团】玩转和珅府,抓福带回家.",550,出发地：北京,已售0,暂无评分
【慕巴士】北京野生动物园直通车|6小时安心畅游|免费改签|,80,出发地：北京,已售0,4.9
【北京3日包车游私人定制】畅玩北京/深度游玩/轻奢小团,98,出发地：北京,已售0,5.0
北京故宫人工4小时专业导游深度讲解精致小团半日游l不含门票！,168,出发地：北京,已售0,5.0
【品质团·含门票】北京故宫一日游+网红导游讲解,108,出发地：北京,已售0,5.0
中国国家博物馆深度讲解一日游(含门票+网红导游深度讲解),188,出发地：北京,已售0,5.0
丰宁坝上草原2日1晚跟团游 寻梦草原+专车专导+打卡京北草原天路+纯玩0购物+拼住无忧,238,出发地：北京,已售0,5.0
天津瓷房子+古文化街+意大利风情区+坐船赏海河美景一日游|五环内上门接或自行集合、含瓷房子门票及船票,138,出发地：北京,已售0,4.6
【精致团】颐和园+圆明园联票+天坛联票【纯玩】一日游,85,出发地：北京,已售0,4.4
黄花城水长城旅游交通+门票一日游【赞巴士 品牌专线】,130,出发地：北京,已售0,5.0
【红螺寺+雁栖湖1日】祈福求姻缘，游千年古刹，@雁栖湖观景台,98,出发地：北京,已售0,5.0
中国国家博物馆半日游【多种团型可选/资深老师深度讲解/帮约门票/观赏穿越千年中华珍宝】,138,出发地：北京,已售16,暂无评分
【爆款4800条好评】南京博物院+总统府+中山陵+夫子庙等一日游 纯玩精致管家小团,118,出发地：南京,已售498,5.0
【纯玩专线】【一价全含】南京总统府+中山陵+牛首山+报恩寺+夫子庙一日游 可定私家小团,198,出发地：南京,已售522,5.0
南京博物院人工讲解半日游【VIP小团/无线耳麦/2H讲解/门票预约】,68,出发地：南京,已售205,5.0
【0自费0购物 含往返小火车】南京一日游总统府中山陵博物院夫子庙纪念馆报恩寺,218,出发地：南京,已售64,5.0
南京大屠杀遇难同胞纪念馆+总统府+中山陵+夫子庙纯玩一日游（可选大报恩寺遗址景区）,99,出发地：南京,已售106,5.0
【赠送南博印章】南京博物院文史老师讲解2H+ VIP小团+含耳麦+含门票100%入园,68,出发地：南京,已售158,5.0
【无购物 无套路】南京一1日游 南京博物院 总统府 中山陵 夫子庙 大报恩寺,98,出发地：南京,已售0,5.0
南京总统府中山陵夫子庙等一日游（纪念馆 博物院 玄武湖 ）,199,出发地：南京,已售12,5.0
南京中山陵+夫子庙+侵华日军南京大屠杀遇难同胞纪念馆纯玩一日游【可选总统府和大报恩寺遗址景区】,69,出发地：南京,已售0,5.0
热门长江大桥+总统府+中山陵+玄武湖+夜游夫子庙等小团一日游,199,出发地：南京,已售0,5.0
南京一日游：南京总统府+中山陵+南京博物院+鸡鸣寺+夫子庙 【纯玩0自费天天出发】,218,出发地：南京,已售50,5.0
【酒店套餐】南京汤山紫清湖生态旅游温泉度假区1晚+双早+双人紫清湖温泉+双人儿童淘气堡,499,出发地：南京,已售0,5.0
南京博物院半日游,118,出发地：南京,已售0,5.0
【无自费·无购物小团】南京一日跟团游 总统府 南京博物院 中山陵 夫子庙,278,出发地：南京,已售0,5.0
鸡鸣寺+南京总统府+中山陵景区+夫子庙+老门东一日游,248,出发地：南京,已售12,暂无评分
【酒店套餐】#近国际慢城/游子山#南京高淳桐画民宿2天1晚+双早+双人固城湖水慢城+亲子活动,396,出发地：南京,已售0,暂无评分
【酒店套餐】南京银杏湖度假酒店1晚+双人银杏湖乐园门票+双早,599,出发地：南京,已售0,5.0
【南京出发】九华山+化城寺+百岁宫+肉身宝殿+地藏禅寺一日游,668,出发地：南京,已售0,5.0
南京幸庄滑翔伞飞行营地,100,出发地：南京,已售0,暂无评分
南京博物院一日游 【 可以预约当天门票】【3小时深度导游讲解vip小团】,60,出发地：南京,已售0,5.0
【酒店套餐】南京紫青湖生态旅游温泉度假区2天1晚+双人温泉 可选野生动物园门票,599,出发地：南京,已售0,5.0
南京总统府+中山陵+牛首山+报恩寺+夫子庙一日游,258,出发地：南京,已售0,暂无评分
黄花岸酒店+园博园2日畅玩+温泉畅泡【双人】,558,出发地：南京,已售0,暂无评分
【纯玩扬州】扬州瘦西湖+何园或个园+东关街纯玩一日游 多套餐可选,199,出发地：南京,已售0,5.0
南京总统府+中山陵+博物院一日游 纯玩,98,出发地：南京,已售0,暂无评分
若航(南京)老山直升机基地,550,出发地：南京,已售0,暂无评分
【酒店套餐】南京涵田栖云山房酒店|坐落于南京栖霞山南麓，依山而建，有效期到23年6月底,1199,出发地：南京,已售0,暂无评分
【酒店套餐】南京绿地御豪温泉酒店2天1晚含双早双人空中花园温泉,499,出发地：南京,已售0,5.0
丰硕欢乐农场|0农残草莓采摘+亲子活动+研学种植,98,出发地：南京,已售0,暂无评分
丰硕欢乐农场|单人露营自助烧烤+趣味农场,69,出发地：南京,已售0,暂无评分
丰硕欢乐农场|萌宠乐园+天幕套装+趣味农场,198,出发地：南京,已售0,暂无评分
"丰硕欢乐农场|春日""游趣""",60,出发地：南京,已售0,暂无评分
【酒店套餐】南京新晶丽酒店2天1晚|特惠套餐，周末不加价|五一可用！,1579,出发地：南京,已售0,暂无评分
【酒店套餐】紫清湖温泉度假酒店2天1晚+双早+2大1小野生动物世界门票+淘气堡门票1张+2大1小温泉,1188,出发地：常州,已售0,暂无评分
【酒店套餐】句容碧桂园凤凰城酒店2天1晚含双早+双人温泉/双人野生动物世界门票,558,出发地：镇江,已售0,暂无评分
【酒店套餐】广州九龙湖公主酒店1晚+双人自助早餐+德国风情双人美食套餐1份+养生泡池+九龙湖生态公园,669,出发地：广州,已售0,4.9
